Mody lammps parameter 2023-03-03 21:27:09.662023

	74 atoms
	8 atom types
	35 angle types
	14 bond types
	68 dihedral types
	38 improper types

	85 bonds
	186 angles
	348 dihedrals
	120 impropers

	0.0 20.17642763 xlo xhi
	0.0 20.17642763 ylo yhi
	0.0 20.17642763 zlo zhi

Masses

1	12.01115	#	C
2	12.01115	#	C
3	12.01115	#	C
4	1.00797	#	H
5	1.00797	#	H
6	15.99940	#	O
7	15.99940	#	O
8	15.99940	#	O


Atoms

1	1	8	-0.5571	13.9556516049	6.6694699521	2.8541141516	#	oh
2	1	4	0.4241	14.4260397098	6.1451707491	2.1651871051	#	h
3	1	2	0.0800	12.7625980323	6.0573914032	3.1239938264	#	c1
4	1	5	0.0530	12.4205469098	6.4954063558	4.0829002042	#	hc
5	1	2	0.0800	12.8447300494	4.6117929349	3.3351648174	#	c1
6	1	5	0.0530	13.1149914302	4.1710455477	2.3782138451	#	hc
7	1	7	-0.2660	13.6422275862	4.2193893337	4.4517779700	#	oc
8	1	2	0.0800	15.0683446665	4.0954591298	4.6025495519	#	c1
9	1	5	0.0530	15.6363181214	4.8320313997	4.0223151744	#	hc
10	1	2	0.0800	15.0267479248	4.2436884499	6.1497780873	#	c1
11	1	5	0.0530	14.4258279023	5.1762480547	6.3197598887	#	hc
12	1	7	-0.2660	16.3572527605	4.5055307710	6.5743267039	#	oc
13	1	2	0.0800	16.5890049127	5.4676669956	7.6571029291	#	c1
14	1	5	0.0530	15.6004658650	5.5780023105	8.1777166489	#	hc
15	1	1	-0.1060	17.0431067543	6.8450437859	7.1284792821	#	c
16	1	5	0.0530	16.9811265837	7.5433524009	8.0560705057	#	hc
17	1	5	0.0530	16.4539851303	7.2895097685	6.2470973388	#	hc
18	1	1	-0.1060	18.5342414805	6.5564271940	6.8006909881	#	c
19	1	5	0.0530	19.1155149404	7.5473070402	6.7343421682	#	hc
20	1	5	0.0530	18.7238135999	6.0758230274	5.8033845673	#	hc
21	1	2	-0.0530	19.0154654520	5.7359776840	8.0667022232	#	c1
22	1	5	0.0530	19.4588059125	6.3796200137	8.8157659239	#	hc
23	1	2	-0.0530	19.7280492479	4.3732855083	7.9420936607	#	c1
24	1	5	0.0530	20.7284761539	4.3997975675	7.5705264315	#	hc
25	1	1	-0.1060	19.5677357209	3.9461017443	9.4108550179	#	c
26	1	5	0.0530	19.9870927372	2.9893125380	9.7332794261	#	hc
27	1	5	0.0530	19.7768157056	4.7738780129	10.1966976740	#	hc
28	1	2	-0.0530	18.0915841966	3.7184906433	9.2075854242	#	c1
29	1	5	0.0530	17.4036697425	3.5069709457	10.0279971398	#	hc
30	1	2	0.0800	17.9805367541	2.7529153938	8.0011320911	#	c1
31	1	5	0.0530	17.0092213483	2.3004230647	7.6597921612	#	hc
32	1	2	0.0800	18.9998079369	3.2335019231	7.1150708471	#	c1
33	1	5	0.0530	18.8872480506	3.3290407720	5.9400984486	#	hc
34	1	6	-0.2660	19.1251795410	1.9320111844	7.7435732314	#	o3e
35	1	2	-0.0530	17.6489562502	5.1675686428	8.7153160598	#	c1
36	1	5	0.0530	17.3684308593	5.7968833426	9.6186716885	#	hc
37	1	1	-0.1060	14.4193696238	2.8645194911	6.5612876633	#	c
38	1	5	0.0530	13.3199607577	2.9749522981	6.6146909189	#	hc
